MOLCLIN	REFNO	INVNO	ORDERNO	PREFIX	GENE	SUFFIX
C	12486	1	2		TMPRSS2	+ 
C	12486	1	3		ERG	+ 
C	12486	1	4		TMPRSS2/ETV1	
C	12486	1	5		TMPRSS2	+ 
C	12486	1	6		ETV1	+ 
C	12486	1	7		TMPRSS2/ETV4	
C	12486	1	8		TMPRSS2	+ 
C	12486	1	9		ETV4	+ 
C	12493	1	1	+ 	RUNX1	
C	12508	1	1		ETV6/RUNX1	
C	12508	1	2		ETV6	+ 
C	12508	1	3		RUNX1	+ 
C	12549	1	1		TMPRSS2/ERG	
C	12549	1	2		TMPRSS2	+ 
C	12549	1	3		ERG	+ 
C	12550	1	1		TMPRSS2/ERG	
C	12550	1	2		TMPRSS2	+ 
C	12550	1	3		ERG	+ 
C	12551	1	1		KMT2A	+ 
C	12566	1	1		BCR/ABL1	
C	12566	1	2		BCR	+ 
C	12566	1	3		ABL1	+ 
C	12567	1	1		KAT6A/CREBBP	
C	12567	1	2		KAT6A	+ 
C	12567	1	3		CREBBP	+ 
C	12589	1	1		IGH/CCND1	
C	12589	1	2		IGH	+ 
C	12589	1	3		CCND1	+ 
C	12605	1	1		RUNX1/RUNX1T1	
C	12605	1	2		RUNX1	+ 
C	12605	1	3		RUNX1T1	+ 
C	12613	1	1		BCR/ABL1	
C	12613	1	2		BCR	+ 
C	12613	1	3		ABL1	+ 
C	12613	1	4		ETV6/RUNX1	
C	12613	1	5		ETV6	+ 
C	12613	1	6		RUNX1	+ 
C	12613	1	7		KMT2A	+ 
C	12629	1	1		MYC	+ 
C	12630	1	1		BCR/ABL1	
C	12630	1	2		BCR	+ 
C	12630	1	3		ABL1	+ 
C	12630	1	4		ETV6/RUNX1	
C	12630	1	5		ETV6	+ 
C	12630	1	6		RUNX1	+ 
C	12630	1	7		KMT2A	+ 
C	12695	1	1		MYC	+ 
C	12705	1	1		BIRC3/MALT1	
C	12705	1	2		BIRC3	+ 
C	12705	1	3		MALT1	+ 
C	12706	1	1		TMPRSS2/ERG	
C	12706	1	2		TMPRSS2	+ 
C	12706	1	3		ERG	+ 
C	12710	1	1		IGH/FGFR3	
C	12710	1	2		IGH	+ 
C	12710	1	3		FGFR3	+ 
C	12712	1	1		EML4/ALK	
C	12712	1	2		EML4	+ 
C	12712	1	3		ALK	+ 
C	12712	2	1		EML4/ALK	
C	12712	2	2		EML4	+ 
C	12712	2	3		ALK	+ 
C	12712	3	1		EML4/ALK	
C	12712	3	2		EML4	+ 
C	12712	3	3		ALK	+ 
C	12712	4	1		EML4/ALK	
C	12712	4	2		EML4	+ 
C	12712	4	3		ALK	+ 
C	12751	1	1		BCR/ABL1	
C	12751	1	2		BCR	+ 
C	12751	1	3		ABL1	+ 
C	12761	1	1		TMPRSS2/ERG	
C	12761	1	2		TMPRSS2	+ 
C	12761	1	3		ERG	+ 
C	12764	1	1		TFE3	+ 
C	12768	1	1		BCR/ABL1	
C	12768	1	2		BCR	+ 
C	12768	1	3		ABL1	+ 
C	12774	1	1		NUP214/ABL1	
C	12774	1	2		NUP214	+ 
C	12774	1	3		ABL1	+ 
C	12789	1	1		IGH/BCL11A	
C	12789	1	2		IGH	+ 
C	12789	1	3		BCL11A	+ 
C	12790	1	1		RUNX1/RUNX1T1	
C	12790	1	2		RUNX1	+ 
C	12790	1	3		RUNX1T1	+ 
C	12794	1	1	+ 	MYC	
C	12794	1	2	+ 	MYCN	
C	12810	1	1		KMT2A	+ 
C	12812	1	1		KMT2A	+ 
C	12819	1	1		IGH/BCL2	
C	12819	1	2		IGH	+ 
C	12819	1	3		BCL2	+ 
C	12827	1	1		TMPRSS2/ERG	
C	12827	1	2		TMPRSS2	+ 
C	12827	1	3		ERG	+ 
C	12840	1	1		BCR/ABL1	
C	12840	1	2		BCR	+ 
C	12840	1	3		ABL1	+ 
C	12840	1	4		KMT2A/AFF1	
C	12840	1	5		KMT2A	+ 
C	12840	1	6		AFF1	+ 
C	12840	1	7		TCF3/PBX1	
C	12840	1	8		TCF3	+ 
C	12840	1	9		PBX1	+ 
C	12848	1	1		KMT2A	+ 
C	12848	2	1		KMT2A	+ 
C	12849	1	1		TMPRSS2/ERG	
C	12849	1	2		TMPRSS2	+ 
C	12849	1	3		ERG	+ 
C	12873	1	1		KAT6A/CREBBP	
C	12873	1	2		KAT6A	+ 
C	12873	1	3		CREBBP	+ 
C	12875	1	1		IGH/BCL2	
C	12875	1	2		IGH	+ 
C	12875	1	3		BCL2	+ 
C	12896	1	1		KMT2A	+ 
C	12902	1	1		TMPRSS2/ERG	
C	12902	1	2		TMPRSS2	+ 
C	12902	1	3		ERG	+ 
C	12923	1	1		TMPRSS2/ERG	
C	12923	1	2		TMPRSS2	+ 
C	12923	1	3		ERG	+ 
C	12930	1	1		NUP98/HOXA9	
C	12930	1	2		NUP98	+ 
C	12930	1	3		HOXA9	+ 
C	12938	1	1		IGH/BCL2	
C	12938	1	2		IGH	+ 
C	12938	1	3		BCL2	+ 
C	12941	1	1		TMPRSS2/ERG	
C	12941	1	2		TMPRSS2	+ 
C	12941	1	3		ERG	+ 
C	12942	1	1		ERG	+ 
C	12973	1	1		IGH/FGFR3	
C	12973	1	2		IGH	+ 
C	12973	1	3		FGFR3	+ 
C	12974	1	1		IGH/FGFR3	
C	12974	1	2		IGH	+ 
C	12974	1	3		FGFR3	+ 
C	12974	1	4		IGH/MAF	
C	12974	1	5		IGH	+ 
C	12974	1	6		MAF	+ 
C	12976	1	1		TCF3/PBX1	
C	12976	1	2		TCF3	+ 
C	12976	1	3		PBX1	+ 
C	12986	1	1		EML4/ALK	
C	12986	1	2		EML4	+ 
C	12986	1	3		ALK	+ 
C	13004	1	1		PML/RARA	
C	13004	1	2		PML	+ 
C	13004	1	3		RARA	+ 
C	13009	1	1		KMT2A	+ 
C	13021	1	1		CBFB/MYH11	
C	13021	1	2		CBFB	+ 
C	13021	1	3		MYH11	+ 
C	13021	1	4		RUNX1/RUNX1T1	
C	13021	1	5		RUNX1	+ 
C	13021	1	6		RUNX1T1	+ 
C	13054	1	1		BCR/ABL1	
C	13054	1	2		BCR	+ 
C	13054	1	3		ABL1	+ 
C	13055	1	1		BCR/ABL1	
C	13055	1	2		BCR	+ 
C	13055	1	3		ABL1	+ 
C	13060	1	1		MYC	+ 
C	13074	1	1		ETV6/RUNX1	
C	13074	1	2		ETV6	+ 
C	13074	1	3		RUNX1	+ 
C	13089	1	1		BCR/ABL1	
C	13089	1	2		BCR	+ 
C	13089	1	3		ABL1	+ 
C	13089	1	4		KMT2A	+ 
C	13092	1	1		CRTC1/MAML2	
C	13092	1	2		CRTC1	+ 
C	13092	1	3		MAML2	+ 
C	13092	1	4		CRTC3/MAML2	
C	13092	1	5		CRTC3	+ 
C	13092	1	6		MAML2	+ 
C	13099	1	1		BCL2	+ 
C	13100	1	1		TMPRSS2/ERG	
C	13100	1	2		TMPRSS2	+ 
C	13100	1	3		ERG	+ 
C	13131	1	1		IGH/BCL2	
C	13131	1	2		IGH	+ 
C	13131	1	3		BCL2	+ 
C	13131	1	4		MYC	+ 
C	13133	1	1		COL1A1/PDGFB	
C	13133	1	2		COL1A1	+ 
C	13133	1	3		PDGFB	+ 
C	13136	1	1		BCR/ABL1	
C	13136	1	2		BCR	+ 
C	13136	1	3		ABL1	+ 
C	13136	1	4		KMT2A	+ 
C	13136	1	5		TCF3/PBX1	
C	13136	1	6		TCF3	+ 
C	13136	1	7		PBX1	+ 
C	13137	1	1		ETV6/RUNX1	
C	13137	1	2		ETV6	+ 
C	13137	1	3		RUNX1	+ 
C	13138	1	1		BCR/ABL1	
C	13138	1	2		BCR	+ 
C	13138	1	3		ABL1	+ 
C	13138	1	4		ETV6/RUNX1	
C	13138	1	5		ETV6	+ 
C	13138	1	6		RUNX1	+ 
C	13138	1	7		KMT2A/AFF1	
C	13138	1	8		KMT2A	+ 
C	13138	1	9		AFF1	+ 
C	13139	1	1		ETV6/RUNX1	
C	13139	1	2		ETV6	+ 
C	13139	1	3		RUNX1	+ 
C	13140	1	1		ETV6/RUNX1	
C	13140	1	2		ETV6	+ 
C	13140	1	3		RUNX1	+ 
C	13141	1	1		ETV6/RUNX1	
C	13141	1	2		ETV6	+ 
C	13141	1	3		RUNX1	+ 
C	13142	1	1		ETV6/RUNX1	
C	13142	1	2		ETV6	+ 
C	13142	1	3		RUNX1	+ 
C	13143	1	1		BCR/ABL1	
C	13143	1	2		BCR	+ 
C	13143	1	3		ABL1	+ 
C	13143	1	4		ETV6/RUNX1	
C	13143	1	5		ETV6	+ 
C	13143	1	6		RUNX1	+ 
C	13162	1	1		IGH/FGFR3	
C	13162	1	2		IGH	+ 
C	13162	1	3		FGFR3	+ 
C	13172	1	1	+ 	MYCN	
C	13176	1	1		CBFB/MYH11	
C	13176	1	2		CBFB	+ 
C	13176	1	3		MYH11	+ 
C	13176	1	4		RUNX1/RUNX1T1	
C	13176	1	5		RUNX1	+ 
C	13176	1	6		RUNX1T1	+ 
C	13193	1	1		EWSR1/ERG	
C	13193	1	2		EWSR1	+ 
C	13193	1	3		ERG	+ 
C	13193	1	4		EWSR1/FLI1	
C	13193	1	5		EWSR1	+ 
C	13193	1	6		FLI1	+ 
C	13194	1	1		EWSR1/FLI1	
C	13194	1	2		EWSR1	+ 
C	13194	1	3		FLI1	+ 
C	13205	1	1		ETV6/NTRK3	
C	13205	1	2		ETV6	+ 
C	13205	1	3		NTRK3	+ 
C	13206	1	1		PAX3/FOXO1	
C	13206	1	2		PAX3	+ 
C	13206	1	3		FOXO1	+ 
C	13206	2	1		PAX3/FOXO1	
C	13206	2	2		PAX3	+ 
C	13206	2	3		FOXO1	+ 
C	13209	1	1		ETV6/RUNX1	
C	13209	1	2		ETV6	+ 
C	13209	1	3		RUNX1	+ 
C	13209	1	4		TCF3/PBX1	
C	13209	1	5		TCF3	+ 
C	13209	1	6		PBX1	+ 
C	13211	1	1		BCR/ABL1	
C	13211	1	2		BCR	+ 
C	13211	1	3		ABL1	+ 
C	13211	1	4		ETV6/RUNX1	
C	13211	1	5		ETV6	+ 
C	13211	1	6		RUNX1	+ 
C	13211	1	7		KMT2A	+ 
C	13220	1	1		IGH/BCL2	
C	13220	1	2		IGH	+ 
C	13220	1	3		BCL2	+ 
C	13240	1	1		SLC45A3/ERG	
C	13240	1	2		SLC45A3	+ 
C	13240	1	3		ERG	+ 
C	13240	1	4		TMPRSS2/ERG	
C	13240	1	5		TMPRSS2	+ 
C	13240	1	6		ERG	+ 
C	13267	1	10		RUNX1T1	+ 
C	13267	1	1		CBFB/MYH11	
C	13267	1	2		CBFB	+ 
C	13267	1	3		MYH11	+ 
C	13267	1	4		KMT2A/MLLT3	
C	13267	1	5		KMT2A	+ 
C	13267	1	6		MLLT3	+ 
C	13267	1	7		KMT2A	+ 
C	13267	1	8		RUNX1/RUNX1T1	
C	13267	1	9		RUNX1	+ 
C	13275	1	1		PML/RARA	
C	13275	1	2		PML	+ 
C	13275	1	3		RARA	+ 
C	13276	1	1		ETV6/RUNX1	
C	13276	1	2		ETV6	+ 
C	13276	1	3		RUNX1	+ 
C	13300	1	1		P2RY8/CRLF2	
C	13300	1	2		P2RY8	+ 
C	13300	1	3		CRLF2	+ 
C	13312	1	1		KMT2A	+ 
C	13313	1	10		RUNX1T1	+ 
C	13313	1	1		CBFB/MYH11	
C	13313	1	2		CBFB	+ 
C	13313	1	3		MYH11	+ 
C	13313	1	4		KMT2A	+ 
C	13313	1	5		PML/RARA	
C	13313	1	6		PML	+ 
C	13313	1	7		RARA	+ 
C	13313	1	8		RUNX1/RUNX1T1	
C	13313	1	9		RUNX1	+ 
C	13314	1	1		IGH	+ 
C	13316	1	1		ETV6/ABL1	
C	13316	1	2		ETV6	+ 
C	13316	1	3		ABL1	+ 
C	13346	1	1		KIAA1549/BRAF	
C	13346	1	2		KIAA1549	+ 
C	13346	1	3		BRAF	+ 
C	13347	1	10		PBX1	+ 
C	13347	1	1		BCR/ABL1	
C	13347	1	2		BCR	+ 
C	13347	1	3		ABL1	+ 
C	13347	1	4		ETV6/RUNX1	
C	13347	1	5		ETV6	+ 
C	13347	1	6		RUNX1	+ 
C	13347	1	7		KMT2A	+ 
C	13347	1	8		TCF3/PBX1	
C	13347	1	9		TCF3	+ 
C	13348	1	1		IGH/FGFR3	
C	13348	1	2		IGH	+ 
C	13348	1	3		FGFR3	+ 
C	13348	1	4		IGH/MAF	
C	13348	1	5		IGH	+ 
C	13348	1	6		MAF	+ 
C	13348	1	7		IGH/MAFB	
C	13348	1	8		IGH	+ 
C	13348	1	9		MAFB	+ 
C	13348	2	1		IGH/FGFR3	
C	13348	2	2		IGH	+ 
C	13348	2	3		FGFR3	+ 
C	13348	2	4		IGH/MAF	
C	13348	2	5		IGH	+ 
C	13348	2	6		MAF	+ 
C	13348	2	7		IGH/MAFB	
C	13348	2	8		IGH	+ 
C	13348	2	9		MAFB	+ 
C	13349	1	1		IGH/BCL2	
C	13349	1	2		IGH	+ 
C	13349	1	3		BCL2	+ 
C	13371	1	1		IGH/CCND1	
C	13371	1	2		IGH	+ 
C	13371	1	3		CCND1	+ 
C	13371	1	4		IGH/FGFR3	
C	13371	1	5		IGH	+ 
C	13371	1	6		FGFR3	+ 
C	13371	1	7		IGH/MAF	
C	13371	1	8		IGH	+ 
C	13371	1	9		MAF	+ 
C	13374	1	1		CRTC1/MAML2	
C	13374	1	2		CRTC1	+ 
C	13374	1	3		MAML2	+ 
C	13382	1	1		KMT2A	+ 
C	13385	1	1		IGH/FGFR3	
C	13385	1	2		IGH	+ 
C	13385	1	3		FGFR3	+ 
C	13385	1	4		IGH/MAF	
C	13385	1	5		IGH	+ 
C	13385	1	6		MAF	+ 
C	13408	1	1		FUS/ERG	
C	13408	1	2		FUS	+ 
C	13408	1	3		ERG	+ 
C	13426	1	1		ALK	+ 
C	13443	1	1		TMPRSS2/ERG	
C	13443	1	2		TMPRSS2	+ 
C	13443	1	3		ERG	+ 
C	13446	1	1		IGH/FGFR3	
C	13446	1	2		IGH	+ 
C	13446	1	3		FGFR3	+ 
C	13457	1	1		TMPRSS2/ERG	
C	13457	1	2		TMPRSS2	+ 
C	13457	1	3		ERG	+ 
C	13461	1	1		KMT2A	+ 
C	13493	1	1		IGH/MAF	
C	13493	1	2		IGH	+ 
C	13493	1	3		MAF	+ 
C	13521	1	1		IGH/FGFR3	
C	13521	1	2		IGH	+ 
C	13521	1	3		FGFR3	+ 
C	13521	1	4		IGH/WHSC1	
C	13521	1	5		IGH	+ 
C	13521	1	6		WHSC1	+ 
C	13551	1	1		TMPRSS2/ERG	
C	13551	1	2		TMPRSS2	+ 
C	13551	1	3		ERG	+ 
C	13560	1	1		IGH/CCND1	
C	13560	1	2		IGH	+ 
C	13560	1	3		CCND1	+ 
C	13560	1	4		IGH/FGFR3	
C	13560	1	5		IGH	+ 
C	13560	1	6		FGFR3	+ 
C	13560	1	7		IGH/MAF	
C	13560	1	8		IGH	+ 
C	13560	1	9		MAF	+ 
C	13575	1	1		BCL6	+ 
C	13610	1	1		IGH/IRF4	
C	13610	1	2		IGH	+ 
C	13610	1	3		IRF4	+ 
C	13613	1	1		RPS6KB1/VMP1	
C	13613	1	2		RPS6KB1	+ 
C	13613	1	3		VMP1	+ 
C	13625	1	1		PAX3/FOXO1	
C	13625	1	2		PAX3	+ 
C	13625	1	3		FOXO1	+ 
C	13625	1	4		PAX7/FOXO1	
C	13625	1	5		PAX7	+ 
C	13625	1	6		FOXO1	+ 
C	13632	1	1		KMT2A/AFF1	
C	13632	1	2		KMT2A	+ 
C	13632	1	3		AFF1	+ 
C	13642	1	1		KMT2A	+ 
C	13649	1	1		BCR/ABL1	
C	13649	1	2		BCR	+ 
C	13649	1	3		ABL1	+ 
C	13664	1	1		COL1A1/PDGFB	
C	13664	1	2		COL1A1	+ 
C	13664	1	3		PDGFB	+ 
C	13671	1	1		TCF3/PBX1	
C	13671	1	2		TCF3	+ 
C	13671	1	3		PBX1	+ 
C	13680	1	1		TCF3/PBX1	
C	13680	1	2		TCF3	+ 
C	13680	1	3		PBX1	+ 
C	13709	1	1		CRTC1/MAML2	
C	13709	1	2		CRTC1	+ 
C	13709	1	3		MAML2	+ 
C	13709	1	4		CRTC3/MAML2	
C	13709	1	5		CRTC3	+ 
C	13709	1	6		MAML2	+ 
C	13717	1	1		KIAA1549/BRAF	
C	13717	1	2		KIAA1549	+ 
C	13717	1	3		BRAF	+ 
C	13720	1	1		MYB/NFIB	
C	13720	1	2		MYB	+ 
C	13720	1	3		NFIB	+ 
C	13721	1	1		MYB/NFIB	
C	13721	1	2		MYB	+ 
C	13721	1	3		NFIB	+ 
C	13725	1	1		IGH/CCND1	
C	13725	1	2		IGH	+ 
C	13725	1	3		CCND1	+ 
C	13725	1	4		IGH/FGFR3	
C	13725	1	5		IGH	+ 
C	13725	1	6		FGFR3	+ 
C	13725	1	7		IGH/MAF	
C	13725	1	8		IGH	+ 
C	13725	1	9		MAF	+ 
C	13740	1	1		BCR/ABL1	
C	13740	1	2		BCR	+ 
C	13740	1	3		ABL1	+ 
C	13741	1	1		BIRC3/MALT1	
C	13741	1	2		BIRC3	+ 
C	13741	1	3		MALT1	+ 
C	13770	1	1		MYC	+ 
C	13771	1	1		IGH/CCND1	
C	13771	1	2		IGH	+ 
C	13771	1	3		CCND1	+ 
C	13771	1	4		IGH/FGFR3	
C	13771	1	5		IGH	+ 
C	13771	1	6		FGFR3	+ 
C	13771	1	7		IGH/MAF	
C	13771	1	8		IGH	+ 
C	13771	1	9		MAF	+ 
C	13775	1	1		KIAA1549/BRAF	
C	13775	1	2		KIAA1549	+ 
C	13775	1	3		BRAF	+ 
C	13785	1	1		KMT2A/AFF1	
C	13785	1	2		KMT2A	+ 
C	13785	1	3		AFF1	+ 
C	13794	1	1		FUS/CREB3L2	
C	13794	1	2		FUS	+ 
C	13794	1	3		CREB3L2	+ 
C	13795	1	1		TMPRSS2/ERG	
C	13795	1	2		TMPRSS2	+ 
C	13795	1	3		ERG	+ 
C	13832	1	1		IGH/FGFR3	
C	13832	1	2		IGH	+ 
C	13832	1	3		FGFR3	+ 
C	13832	1	4		IGH/MAF	
C	13832	1	5		IGH	+ 
C	13832	1	6		MAF	+ 
C	13832	1	7		IGH/MAFB	
C	13832	1	8		IGH	+ 
C	13832	1	9		MAFB	+ 
C	13833	1	1		ETV6/RUNX1	
C	13833	1	2		ETV6	+ 
C	13833	1	3		RUNX1	+ 
C	13846	1	1		BCR/ABL1	
C	13846	1	2		BCR	+ 
C	13846	1	3		ABL1	+ 
C	13855	1	1		MYC	+ 
C	13857	1	1		IGH/FGFR3	
C	13857	1	2		IGH	+ 
C	13857	1	3		FGFR3	+ 
C	13857	1	4		IGH/MAF	
C	13857	1	5		IGH	+ 
C	13857	1	6		MAF	+ 
C	13857	1	7		IGH/MAFB	
C	13857	1	8		IGH	+ 
C	13857	1	9		MAFB	+ 
C	13866	1	1		PRDM16	+ 
C	13868	1	1		IGH/BCL2	
C	13868	1	2		IGH	+ 
C	13868	1	3		BCL2	+ 
C	13868	1	4		MYC	+ 
C	13873	1	1		CBFB/MYH11	
C	13873	1	2		CBFB	+ 
C	13873	1	3		MYH11	+ 
C	13880	1	1		PAX3/FOXO1	
C	13880	1	2		PAX3	+ 
C	13880	1	3		FOXO1	+ 
C	13880	1	4		PAX7/FOXO1	
C	13880	1	5		PAX7	+ 
C	13880	1	6		FOXO1	+ 
C	13882	1	1		EML4/ALK	
C	13882	1	2		EML4	+ 
C	13882	1	3		ALK	+ 
C	13883	1	1		PAX7/FOXO1	
C	13883	1	2		PAX7	+ 
C	13883	1	3		FOXO1	+ 
C	13905	1	1		PAX3/FOXO1	
C	13905	1	2		PAX3	+ 
C	13905	1	3		FOXO1	+ 
C	13905	1	4		PAX7/FOXO1	
C	13905	1	5		PAX7	+ 
C	13905	1	6		FOXO1	+ 
C	13938	1	1		ETV6/RUNX1	
C	13938	1	2		ETV6	+ 
C	13938	1	3		RUNX1	+ 
C	13946	1	1		CRTC1/MAML2	
C	13946	1	2		CRTC1	+ 
C	13946	1	3		MAML2	+ 
C	13970	1	1		IGH/FGFR3	
C	13970	1	2		IGH	+ 
C	13970	1	3		FGFR3	+ 
C	13977	1	1		YWHAE/NUTM2B	
C	13977	1	2		YWHAE	+ 
C	13977	1	3		NUTM2B	+ 
C	14008	1	1		PDGFRB	+ 
C	14024	1	1		IGH/FGFR3	
C	14024	1	2		IGH	+ 
C	14024	1	3		FGFR3	+ 
C	14024	1	4		IGH/MAF	
C	14024	1	5		IGH	+ 
C	14024	1	6		MAF	+ 
C	14029	1	1		RUNX1/USP42	
C	14029	1	2		RUNX1	+ 
C	14029	1	3		USP42	+ 
C	14031	1	1		MAML2	+ 
C	14059	1	1		IGH/CCND1	
C	14059	1	2		IGH	+ 
C	14059	1	3		CCND1	+ 
C	14059	1	4		IGH/FGFR3	
C	14059	1	5		IGH	+ 
C	14059	1	6		FGFR3	+ 
C	14071	1	1		IGH/CCND1	
C	14071	1	2		IGH	+ 
C	14071	1	3		CCND1	+ 
C	14071	1	4		IGH/FGFR3	
C	14071	1	5		IGH	+ 
C	14071	1	6		FGFR3	+ 
C	14071	1	7		IGH/MAF	
C	14071	1	8		IGH	+ 
C	14071	1	9		MAF	+ 
C	14083	1	1		CBFB/MYH11	
C	14083	1	2		CBFB	+ 
C	14083	1	3		MYH11	+ 
C	14083	1	4		RUNX1/RUNX1T1	
C	14083	1	5		RUNX1	+ 
C	14083	1	6		RUNX1T1	+ 
C	14086	1	1		P2RY8/CRLF2	
C	14086	1	2		P2RY8	+ 
C	14086	1	3		CRLF2	+ 
C	14100	1	1		PICALM/MLLT10	
C	14100	1	2		PICALM	+ 
C	14100	1	3		MLLT10	+ 
C	14107	1	10		PBX1	+ 
C	14107	1	1		BCR/ABL1	
C	14107	1	2		BCR	+ 
C	14107	1	3		ABL1	+ 
C	14107	1	4		ETV6/RUNX1	
C	14107	1	5		ETV6	+ 
C	14107	1	6		RUNX1	+ 
C	14107	1	7		KMT2A	+ 
C	14107	1	8		TCF3/PBX1	
C	14107	1	9		TCF3	+ 
C	14121	1	1		CBFB/MYH11	
C	14121	1	2		CBFB	+ 
C	14121	1	3		MYH11	+ 
C	14121	1	4		PML/RARA	
C	14121	1	5		PML	+ 
C	14121	1	6		RARA	+ 
C	14121	1	7		RUNX1/RUNX1T1	
C	14121	1	8		RUNX1	+ 
C	14121	1	9		RUNX1T1	+ 
C	14149	1	1		P2RY8/CRLF2	
C	14149	1	2		P2RY8	+ 
C	14149	1	3		CRLF2	+ 
C	14164	1	1		KMT2A/MLLT3	
C	14164	1	2		KMT2A	+ 
C	14164	1	3		MLLT3	+ 
C	14164	1	4		KMT2A/MLLT4	
C	14164	1	5		KMT2A	+ 
C	14164	1	6		MLLT4	+ 
C	14164	1	7		KMT2A	+ 
C	14182	1	1		CBFB/MYH11	
C	14182	1	2		CBFB	+ 
C	14182	1	3		MYH11	+ 
C	14208	1	1		ETV6/RUNX1	
C	14208	1	2		ETV6	+ 
C	14208	1	3		RUNX1	+ 
C	14216	1	1		BCR/ABL1	
C	14216	1	2		BCR	+ 
C	14216	1	3		ABL1	+ 
C	14231	1	1		BCR/ABL1	
C	14231	1	2		BCR	+ 
C	14231	1	3		ABL1	+ 
C	14238	1	1		CCDC6/RET	
C	14238	1	2		CCDC6	+ 
C	14238	1	3		RET	+ 
C	14238	1	4		KIF5B/RET	
C	14238	1	5		KIF5B	+ 
C	14238	1	6		RET	+ 
C	14238	1	7		NCOA4/RET	
C	14238	1	8		NCOA4	+ 
C	14238	1	9		RET	+ 
C	14247	1	1		CBFB/MYH11	
C	14247	1	2		CBFB	+ 
C	14247	1	3		MYH11	+ 
C	14262	1	1		CRTC1/MAML2	
C	14262	1	2		CRTC1	+ 
C	14262	1	3		MAML2	+ 
C	14262	1	4		CRTC3/MAML2	
C	14262	1	5		CRTC3	+ 
C	14262	1	6		MAML2	+ 
C	14269	1	1		KMT2A	+ 
C	14269	2	1		KMT2A	+ 
C	14281	1	1		KIF5B/RET	
C	14281	1	2		KIF5B	+ 
C	14281	1	3		RET	+ 
C	14289	1	1		BCL6	+ 
C	14289	1	2		MYC	+ 
C	14297	1	1		P2RY8/CRLF2	
C	14297	1	2		P2RY8	+ 
C	14297	1	3		CRLF2	+ 
C	14333	1	1		RUNX1/RUNX1T1	
C	14333	1	2		RUNX1	+ 
C	14333	1	3		RUNX1T1	+ 
C	14380	1	1		PAX3/FOXO1	
C	14380	1	2		PAX3	+ 
C	14380	1	3		FOXO1	+ 
C	14380	1	4		PAX7/FOXO1	
C	14380	1	5		PAX7	+ 
C	14380	1	6		FOXO1	+ 
C	14380	2	1		PAX3/FOXO1	
C	14380	2	2		PAX3	+ 
C	14380	2	3		FOXO1	+ 
C	14380	2	4		PAX7/FOXO1	
C	14380	2	5		PAX7	+ 
C	14380	2	6		FOXO1	+ 
C	14408	1	1		IGH/CCND1	
C	14408	1	2		IGH	+ 
C	14408	1	3		CCND1	+ 
C	14414	1	1		IGH/BCL2	
C	14414	1	2		IGH	+ 
C	14414	1	3		BCL2	+ 
C	14414	2	1		IGH/BCL2	
C	14414	2	2		IGH	+ 
C	14414	2	3		BCL2	+ 
C	14414	3	1		IGH/BCL2	
C	14414	3	2		IGH	+ 
C	14414	3	3		BCL2	+ 
C	14429	1	1		SS18/SSX1	
C	14429	1	2		SS18	+ 
C	14429	1	3		SSX1	+ 
C	14429	1	4		SS18/SSX2	
C	14429	1	5		SS18	+ 
C	14429	1	6		SSX2	+ 
C	14433	1	1		ETV6/RUNX1	
C	14433	1	2		ETV6	+ 
C	14433	1	3		RUNX1	+ 
C	14446	1	1		KMT2A/AFF1	
C	14446	1	2		KMT2A	+ 
C	14446	1	3		AFF1	+ 
C	14449	1	1		KAT6A/CREBBP	
C	14449	1	2		KAT6A	+ 
C	14449	1	3		CREBBP	+ 
C	14486	1	1		CBFA2T3/GLIS2	
C	14486	1	2		CBFA2T3	+ 
C	14486	1	3		GLIS2	+ 
C	14486	1	4		NUP98/KDM5A	
C	14486	1	5		NUP98	+ 
C	14486	1	6		KDM5A	+ 
C	14486	1	7		RBM15/MKL1	
C	14486	1	8		RBM15	+ 
C	14486	1	9		MKL1	+ 
C	14493	1	1		PAX8/PPARG	
C	14493	1	2		PAX8	+ 
C	14493	1	3		PPARG	+ 
C	14513	1	1		TMPRSS2/ERG	
C	14513	1	2		TMPRSS2	+ 
C	14513	1	3		ERG	+ 
C	14514	1	1		MNX1/ETV6	
C	14514	1	2		MNX1	+ 
C	14514	1	3		ETV6	+ 
C	14525	1	1		KMT2A	+ 
C	14527	1	1		KIAA1549/BRAF	
C	14527	1	2		KIAA1549	+ 
C	14527	1	3		BRAF	+ 
C	14549	1	1		BCR/ABL1	
C	14549	1	2		BCR	+ 
C	14549	1	3		ABL1	+ 
C	14563	1	1		SET/NUP214	
C	14563	1	2		SET	+ 
C	14563	1	3		NUP214	+ 
C	14567	1	1		ALK	+ 
C	14567	1	2		ROS1	+ 
C	14569	1	1		ALK	+ 
C	14570	1	1		ETV6/RUNX1	
C	14570	1	2		ETV6	+ 
C	14570	1	3		RUNX1	+ 
C	14570	1	4		KMT2A/AFF1	
C	14570	1	5		KMT2A	+ 
C	14570	1	6		AFF1	+ 
C	14571	1	1	+ 	RUNX1	
C	14572	1	1	+ 	RUNX1	
C	14574	1	1	+ 	ABL1	
C	14576	1	1		IGH/CCND1	
C	14576	1	2		IGH	+ 
C	14576	1	3		CCND1	+ 
C	14587	1	1		STIL/TAL1	
C	14587	1	2		STIL	+ 
C	14587	1	3		TAL1	+ 
C	14590	1	1		IGH	+ 
C	14593	1	1		IGH/BCL2	
C	14593	1	2		IGH	+ 
